objBG,32,0,003E9F1E,0,1,1,4294967295,0,0
objDoor,96,512,003C1779,0,1,1,4294967295,0,1
objSolid,0,576,0037CBAF,0,1,1,4294967295,0,0
objSolid,32,576,00178B80,0,1,1,4294967295,0,0
objSolid,64,576,0008F412,0,1,1,4294967295,0,0
objSolid,96,576,0010AA84,0,1,1,4294967295,0,0
objSolid,128,576,0027C5A8,0,1,1,4294967295,0,0
objSolid,160,576,00390072,0,1,1,4294967295,0,0
objSolid,192,576,000C9C6F,0,1,1,4294967295,0,0
objSolid,224,576,003AEDA0,0,1,1,4294967295,0,0
objSolid,256,576,0011998D,0,1,1,4294967295,0,0
objSolid,288,576,0021209C,0,1,1,4294967295,0,0
objSolid,320,576,002B9F51,0,1,1,4294967295,0,0
objSolid,352,576,00396131,0,1,1,4294967295,0,0
objSolid,384,576,00137916,0,1,1,4294967295,0,0
objSolid,416,544,0004226E,0,1,1,4294967295,0,0
objSolid,448,512,002E0763,0,1,1,4294967295,0,0
objSolid,448,480,003B737B,0,1,1,4294967295,0,0
objSolid,448,448,00267765,0,1,1,4294967295,0,0
objSolid,448,416,0030D00F,0,1,1,4294967295,0,0
objSolid,448,384,00009692,0,1,1,4294967295,0,0
objSolid,448,352,000825DD,0,1,1,4294967295,0,0
objSolid,448,320,0021E7C8,0,1,1,4294967295,0,0
objSolid,448,288,000C2BFA,0,1,1,4294967295,0,0
objSolid,448,256,0000FE0E,0,1,1,4294967295,0,0
objSolid,352,256,0006A2E4,0,1,1,4294967295,0,0
objSolid,320,256,001CF590,0,1,1,4294967295,0,0
objSolid,288,256,00259982,0,1,1,4294967295,0,0
objSolid,256,256,00322E21,0,1,1,4294967295,0,0
objSolid,224,256,0012EF7E,0,1,1,4294967295,0,0
objSolid,128,256,000DA51C,0,1,1,4294967295,0,0
objSolid,32,256,00208747,0,1,1,4294967295,0,0
objSolid,0,256,00362729,0,1,1,4294967295,0,0
objSolid,64,256,00028588,0,1,1,4294967295,0,0
objSolid,96,256,000337B6,0,1,1,4294967295,0,0
objDestroyable,160,256,0030958E,0,1,1,4294967295,0,0
objDestroyable,192,256,00183BC3,0,1,1,4294967295,0,0
objSlopeL,384,544,00178354,0,1,1,4294967295,0,0
objSemiSolid,384,256,0022206D,0,1,1,4294967295,0,0
objSemiSolid,416,256,00251D73,0,1,1,4294967295,0,0
objSemiSolid,384,352,003F3E0E,0,1,1,4294967295,0,0
objSemiSolid,416,352,000D4AB1,0,1,1,4294967295,0,0
objSemiSolid,384,448,00082DD1,0,1,1,4294967295,0,0
objSemiSolid,416,448,001187DD,0,1,1,4294967295,0,0
objSolid,0,288,00052FBF,0,1,1,4294967295,0,0
objDoor,64,192,003B6C61,0,1,1,4294967295,0,1
objSolid,448,-64,0002B84A,0,1,1,4294967295,0,0
objSolid,448,0,002D312A,0,1,1,4294967295,0,0
objSolid,448,-32,0018C910,0,1,1,4294967295,0,0
objSolid,448,32,00379604,0,1,1,4294967295,0,0
objSolid,448,64,0012936B,0,1,1,4294967295,0,0
objSolid,448,96,000F397D,0,1,1,4294967295,0,0
objSolid,448,128,00073FC4,0,1,1,4294967295,0,0
objSolid,448,160,001C5DD2,0,1,1,4294967295,0,0
objSolid,448,192,001A3528,0,1,1,4294967295,0,0
objSolid,448,224,00005B27,0,1,1,4294967295,0,0
objSolid,0,224,00389E00,0,1,1,4294967295,0,0
objSolid,0,192,0018A745,0,1,1,4294967295,0,0
objSolid,0,160,0038532D,0,1,1,4294967295,0,0
objSolid,0,128,0037C983,0,1,1,4294967295,0,0
objSolid,0,96,0038AD49,0,1,1,4294967295,0,0
objSolid,0,64,0023B84D,0,1,1,4294967295,0,0
objSolid,0,32,00357275,0,1,1,4294967295,0,0
objSolid,0,0,0019BBB0,0,1,1,4294967295,0,0
objSolid,0,-32,002FFA39,0,1,1,4294967295,0,0
objSolid,0,-64,003FFDE6,0,1,1,4294967295,0,0
objSolid,0,320,0003BDDC,0,1,1,4294967295,0,0
objSolid,0,352,003261D0,0,1,1,4294967295,0,0
objSolid,0,384,000ECCB0,0,1,1,4294967295,0,0
objSolid,0,416,0005816C,0,1,1,4294967295,0,0
objSolid,0,448,001881B3,0,1,1,4294967295,0,0
objSolid,0,480,002DF2F2,0,1,1,4294967295,0,0
objSolid,0,512,002E9FEB,0,1,1,4294967295,0,0
objSolid,0,544,00042567,0,1,1,4294967295,0,0
